Mike Ogrysko
java SortComparison "rev50.dat" "NMS5rev50out.dat"
Reading "rev50.dat" and writing to "NMS5rev50out.dat"
Running a Natural MergeSort
MergeSort: Comparing 41 to 37
MergeSort: Swapping 41 and 37
MergeSort: Comparing 41 to 38
MergeSort: Swapping 41 and 38
MergeSort: Comparing 41 to 39
MergeSort: Swapping 41 and 39
MergeSort: Comparing 41 to 40
MergeSort: Swapping 41 and 40
MergeSort: Comparing 42 to 1
MergeSort: Swapping 42 and 1
MergeSort: Comparing 42 to 2
MergeSort: Swapping 42 and 2
MergeSort: Comparing 42 to 3
MergeSort: Swapping 42 and 3
MergeSort: Comparing 42 to 4
MergeSort: Swapping 42 and 4
MergeSort: Comparing 42 to 5
MergeSort: Swapping 42 and 5
MergeSort: Comparing 42 to 6
MergeSort: Swapping 42 and 6
MergeSort: Comparing 42 to 7
MergeSort: Swapping 42 and 7
MergeSort: Comparing 42 to 8
MergeSort: Swapping 42 and 8
MergeSort: Comparing 42 to 9
MergeSort: Swapping 42 and 9
MergeSort: Comparing 42 to 10
MergeSort: Swapping 42 and 10
MergeSort: Comparing 42 to 11
MergeSort: Swapping 42 and 11
MergeSort: Comparing 42 to 12
MergeSort: Swapping 42 and 12
MergeSort: Comparing 42 to 13
MergeSort: Swapping 42 and 13
MergeSort: Comparing 42 to 14
MergeSort: Swapping 42 and 14
MergeSort: Comparing 42 to 15
MergeSort: Swapping 42 and 15
MergeSort: Comparing 42 to 16
MergeSort: Swapping 42 and 16
MergeSort: Comparing 42 to 17
MergeSort: Swapping 42 and 17
MergeSort: Comparing 42 to 18
MergeSort: Swapping 42 and 18
MergeSort: Comparing 42 to 19
MergeSort: Swapping 42 and 19
MergeSort: Comparing 42 to 20
MergeSort: Swapping 42 and 20
MergeSort: Comparing 42 to 21
MergeSort: Swapping 42 and 21
MergeSort: Comparing 42 to 22
MergeSort: Swapping 42 and 22
MergeSort: Comparing 42 to 23
MergeSort: Swapping 42 and 23
MergeSort: Comparing 42 to 24
MergeSort: Swapping 42 and 24
MergeSort: Comparing 42 to 25
MergeSort: Swapping 42 and 25
MergeSort: Comparing 42 to 26
MergeSort: Swapping 42 and 26
MergeSort: Comparing 42 to 27
MergeSort: Swapping 42 and 27
MergeSort: Comparing 42 to 28
MergeSort: Swapping 42 and 28
MergeSort: Comparing 42 to 29
MergeSort: Swapping 42 and 29
MergeSort: Comparing 42 to 30
MergeSort: Swapping 42 and 30
MergeSort: Comparing 42 to 31
MergeSort: Swapping 42 and 31
MergeSort: Comparing 42 to 32
MergeSort: Swapping 42 and 32
MergeSort: Comparing 42 to 33
MergeSort: Swapping 42 and 33
MergeSort: Comparing 42 to 34
MergeSort: Swapping 42 and 34
MergeSort: Comparing 42 to 35
MergeSort: Swapping 42 and 35
MergeSort: Comparing 42 to 36
MergeSort: Swapping 42 and 36
MergeSort: Comparing 42 to 37
MergeSort: Swapping 42 and 37
MergeSort: Comparing 42 to 38
MergeSort: Swapping 42 and 38
MergeSort: Comparing 42 to 39
MergeSort: Swapping 42 and 39
MergeSort: Comparing 42 to 40
MergeSort: Swapping 42 and 40
MergeSort: Comparing 42 to 41
MergeSort: Swapping 42 and 41
MergeSort: Comparing 43 to 1
MergeSort: Swapping 43 and 1
MergeSort: Comparing 43 to 2
MergeSort: Swapping 43 and 2
MergeSort: Comparing 43 to 3
MergeSort: Swapping 43 and 3
MergeSort: Comparing 43 to 4
MergeSort: Swapping 43 and 4
MergeSort: Comparing 43 to 5
MergeSort: Swapping 43 and 5
MergeSort: Comparing 43 to 6
MergeSort: Swapping 43 and 6
MergeSort: Comparing 43 to 7
MergeSort: Swapping 43 and 7
MergeSort: Comparing 43 to 8
MergeSort: Swapping 43 and 8
MergeSort: Comparing 43 to 9
MergeSort: Swapping 43 and 9
MergeSort: Comparing 43 to 10
MergeSort: Swapping 43 and 10
MergeSort: Comparing 43 to 11
MergeSort: Swapping 43 and 11
MergeSort: Comparing 43 to 12
MergeSort: Swapping 43 and 12
MergeSort: Comparing 43 to 13
MergeSort: Swapping 43 and 13
MergeSort: Comparing 43 to 14
MergeSort: Swapping 43 and 14
MergeSort: Comparing 43 to 15
MergeSort: Swapping 43 and 15
MergeSort: Comparing 43 to 16
MergeSort: Swapping 43 and 16
MergeSort: Comparing 43 to 17
MergeSort: Swapping 43 and 17
MergeSort: Comparing 43 to 18
MergeSort: Swapping 43 and 18
MergeSort: Comparing 43 to 19
MergeSort: Swapping 43 and 19
MergeSort: Comparing 43 to 20
MergeSort: Swapping 43 and 20
MergeSort: Comparing 43 to 21
MergeSort: Swapping 43 and 21
MergeSort: Comparing 43 to 22
MergeSort: Swapping 43 and 22
MergeSort: Comparing 43 to 23
MergeSort: Swapping 43 and 23
MergeSort: Comparing 43 to 24
MergeSort: Swapping 43 and 24
MergeSort: Comparing 43 to 25
MergeSort: Swapping 43 and 25
MergeSort: Comparing 43 to 26
MergeSort: Swapping 43 and 26
MergeSort: Comparing 43 to 27
MergeSort: Swapping 43 and 27
MergeSort: Comparing 43 to 28
MergeSort: Swapping 43 and 28
MergeSort: Comparing 43 to 29
MergeSort: Swapping 43 and 29
MergeSort: Comparing 43 to 30
MergeSort: Swapping 43 and 30
MergeSort: Comparing 43 to 31
MergeSort: Swapping 43 and 31
MergeSort: Comparing 43 to 32
MergeSort: Swapping 43 and 32
MergeSort: Comparing 43 to 33
MergeSort: Swapping 43 and 33
MergeSort: Comparing 43 to 34
MergeSort: Swapping 43 and 34
MergeSort: Comparing 43 to 35
MergeSort: Swapping 43 and 35
MergeSort: Comparing 43 to 36
MergeSort: Swapping 43 and 36
MergeSort: Comparing 43 to 37
MergeSort: Swapping 43 and 37
MergeSort: Comparing 43 to 38
MergeSort: Swapping 43 and 38
MergeSort: Comparing 43 to 39
MergeSort: Swapping 43 and 39
MergeSort: Comparing 43 to 40
MergeSort: Swapping 43 and 40
MergeSort: Comparing 43 to 41
MergeSort: Swapping 43 and 41
MergeSort: Comparing 43 to 42
MergeSort: Swapping 43 and 42
MergeSort: Comparing 44 to 1
MergeSort: Swapping 44 and 1
MergeSort: Comparing 44 to 2
MergeSort: Swapping 44 and 2
MergeSort: Comparing 44 to 3
MergeSort: Swapping 44 and 3
MergeSort: Comparing 44 to 4
MergeSort: Swapping 44 and 4
MergeSort: Comparing 44 to 5
MergeSort: Swapping 44 and 5
MergeSort: Comparing 44 to 6
MergeSort: Swapping 44 and 6
MergeSort: Comparing 44 to 7
MergeSort: Swapping 44 and 7
MergeSort: Comparing 44 to 8
MergeSort: Swapping 44 and 8
MergeSort: Comparing 44 to 9
MergeSort: Swapping 44 and 9
MergeSort: Comparing 44 to 10
MergeSort: Swapping 44 and 10
MergeSort: Comparing 44 to 11
MergeSort: Swapping 44 and 11
MergeSort: Comparing 44 to 12
MergeSort: Swapping 44 and 12
MergeSort: Comparing 44 to 13
MergeSort: Swapping 44 and 13
MergeSort: Comparing 44 to 14
MergeSort: Swapping 44 and 14
MergeSort: Comparing 44 to 15
MergeSort: Swapping 44 and 15
MergeSort: Comparing 44 to 16
MergeSort: Swapping 44 and 16
MergeSort: Comparing 44 to 17
MergeSort: Swapping 44 and 17
MergeSort: Comparing 44 to 18
MergeSort: Swapping 44 and 18
MergeSort: Comparing 44 to 19
MergeSort: Swapping 44 and 19
MergeSort: Comparing 44 to 20
MergeSort: Swapping 44 and 20
MergeSort: Comparing 44 to 21
MergeSort: Swapping 44 and 21
MergeSort: Comparing 44 to 22
MergeSort: Swapping 44 and 22
MergeSort: Comparing 44 to 23
MergeSort: Swapping 44 and 23
MergeSort: Comparing 44 to 24
MergeSort: Swapping 44 and 24
MergeSort: Comparing 44 to 25
MergeSort: Swapping 44 and 25
MergeSort: Comparing 44 to 26
MergeSort: Swapping 44 and 26
MergeSort: Comparing 44 to 27
MergeSort: Swapping 44 and 27
MergeSort: Comparing 44 to 28
MergeSort: Swapping 44 and 28
MergeSort: Comparing 44 to 29
MergeSort: Swapping 44 and 29
MergeSort: Comparing 44 to 30
MergeSort: Swapping 44 and 30
MergeSort: Comparing 44 to 31
MergeSort: Swapping 44 and 31
MergeSort: Comparing 44 to 32
MergeSort: Swapping 44 and 32
MergeSort: Comparing 44 to 33
MergeSort: Swapping 44 and 33
MergeSort: Comparing 44 to 34
MergeSort: Swapping 44 and 34
MergeSort: Comparing 44 to 35
MergeSort: Swapping 44 and 35
MergeSort: Comparing 44 to 36
MergeSort: Swapping 44 and 36
MergeSort: Comparing 44 to 37
MergeSort: Swapping 44 and 37
MergeSort: Comparing 44 to 38
MergeSort: Swapping 44 and 38
MergeSort: Comparing 44 to 39
MergeSort: Swapping 44 and 39
MergeSort: Comparing 44 to 40
MergeSort: Swapping 44 and 40
MergeSort: Comparing 44 to 41
MergeSort: Swapping 44 and 41
MergeSort: Comparing 44 to 42
MergeSort: Swapping 44 and 42
MergeSort: Comparing 44 to 43
MergeSort: Swapping 44 and 43
MergeSort: Comparing 45 to 1
MergeSort: Swapping 45 and 1
MergeSort: Comparing 45 to 2
MergeSort: Swapping 45 and 2
MergeSort: Comparing 45 to 3
MergeSort: Swapping 45 and 3
MergeSort: Comparing 45 to 4
MergeSort: Swapping 45 and 4
MergeSort: Comparing 45 to 5
MergeSort: Swapping 45 and 5
MergeSort: Comparing 45 to 6
MergeSort: Swapping 45 and 6
MergeSort: Comparing 45 to 7
MergeSort: Swapping 45 and 7
MergeSort: Comparing 45 to 8
MergeSort: Swapping 45 and 8
MergeSort: Comparing 45 to 9
MergeSort: Swapping 45 and 9
MergeSort: Comparing 45 to 10
MergeSort: Swapping 45 and 10
MergeSort: Comparing 45 to 11
MergeSort: Swapping 45 and 11
MergeSort: Comparing 45 to 12
MergeSort: Swapping 45 and 12
MergeSort: Comparing 45 to 13
MergeSort: Swapping 45 and 13
MergeSort: Comparing 45 to 14
MergeSort: Swapping 45 and 14
MergeSort: Comparing 45 to 15
MergeSort: Swapping 45 and 15
MergeSort: Comparing 45 to 16
MergeSort: Swapping 45 and 16
MergeSort: Comparing 45 to 17
MergeSort: Swapping 45 and 17
MergeSort: Comparing 45 to 18
MergeSort: Swapping 45 and 18
MergeSort: Comparing 45 to 19
MergeSort: Swapping 45 and 19
MergeSort: Comparing 45 to 20
MergeSort: Swapping 45 and 20
MergeSort: Comparing 45 to 21
MergeSort: Swapping 45 and 21
MergeSort: Comparing 45 to 22
MergeSort: Swapping 45 and 22
MergeSort: Comparing 45 to 23
MergeSort: Swapping 45 and 23
MergeSort: Comparing 45 to 24
MergeSort: Swapping 45 and 24
MergeSort: Comparing 45 to 25
MergeSort: Swapping 45 and 25
MergeSort: Comparing 45 to 26
MergeSort: Swapping 45 and 26
MergeSort: Comparing 45 to 27
MergeSort: Swapping 45 and 27
MergeSort: Comparing 45 to 28
MergeSort: Swapping 45 and 28
MergeSort: Comparing 45 to 29
MergeSort: Swapping 45 and 29
MergeSort: Comparing 45 to 30
MergeSort: Swapping 45 and 30
MergeSort: Comparing 45 to 31
MergeSort: Swapping 45 and 31
MergeSort: Comparing 45 to 32
MergeSort: Swapping 45 and 32
MergeSort: Comparing 45 to 33
MergeSort: Swapping 45 and 33
MergeSort: Comparing 45 to 34
MergeSort: Swapping 45 and 34
MergeSort: Comparing 45 to 35
MergeSort: Swapping 45 and 35
MergeSort: Comparing 45 to 36
MergeSort: Swapping 45 and 36
MergeSort: Comparing 45 to 37
MergeSort: Swapping 45 and 37
MergeSort: Comparing 45 to 38
MergeSort: Swapping 45 and 38
MergeSort: Comparing 45 to 39
MergeSort: Swapping 45 and 39
MergeSort: Comparing 45 to 40
MergeSort: Swapping 45 and 40
MergeSort: Comparing 45 to 41
MergeSort: Swapping 45 and 41
MergeSort: Comparing 45 to 42
MergeSort: Swapping 45 and 42
MergeSort: Comparing 45 to 43
MergeSort: Swapping 45 and 43
MergeSort: Comparing 45 to 44
MergeSort: Swapping 45 and 44
MergeSort: Comparing 46 to 1
MergeSort: Swapping 46 and 1
MergeSort: Comparing 46 to 2
MergeSort: Swapping 46 and 2
MergeSort: Comparing 46 to 3
MergeSort: Swapping 46 and 3
MergeSort: Comparing 46 to 4
MergeSort: Swapping 46 and 4
MergeSort: Comparing 46 to 5
MergeSort: Swapping 46 and 5
MergeSort: Comparing 46 to 6
MergeSort: Swapping 46 and 6
MergeSort: Comparing 46 to 7
MergeSort: Swapping 46 and 7
MergeSort: Comparing 46 to 8
MergeSort: Swapping 46 and 8
MergeSort: Comparing 46 to 9
MergeSort: Swapping 46 and 9
MergeSort: Comparing 46 to 10
MergeSort: Swapping 46 and 10
MergeSort: Comparing 46 to 11
MergeSort: Swapping 46 and 11
MergeSort: Comparing 46 to 12
MergeSort: Swapping 46 and 12
MergeSort: Comparing 46 to 13
MergeSort: Swapping 46 and 13
MergeSort: Comparing 46 to 14
MergeSort: Swapping 46 and 14
MergeSort: Comparing 46 to 15
MergeSort: Swapping 46 and 15
MergeSort: Comparing 46 to 16
MergeSort: Swapping 46 and 16
MergeSort: Comparing 46 to 17
MergeSort: Swapping 46 and 17
MergeSort: Comparing 46 to 18
MergeSort: Swapping 46 and 18
MergeSort: Comparing 46 to 19
MergeSort: Swapping 46 and 19
MergeSort: Comparing 46 to 20
MergeSort: Swapping 46 and 20
MergeSort: Comparing 46 to 21
MergeSort: Swapping 46 and 21
MergeSort: Comparing 46 to 22
MergeSort: Swapping 46 and 22
MergeSort: Comparing 46 to 23
MergeSort: Swapping 46 and 23
MergeSort: Comparing 46 to 24
MergeSort: Swapping 46 and 24
MergeSort: Comparing 46 to 25
MergeSort: Swapping 46 and 25
MergeSort: Comparing 46 to 26
MergeSort: Swapping 46 and 26
MergeSort: Comparing 46 to 27
MergeSort: Swapping 46 and 27
MergeSort: Comparing 46 to 28
MergeSort: Swapping 46 and 28
MergeSort: Comparing 46 to 29
MergeSort: Swapping 46 and 29
MergeSort: Comparing 46 to 30
MergeSort: Swapping 46 and 30
MergeSort: Comparing 46 to 31
MergeSort: Swapping 46 and 31
MergeSort: Comparing 46 to 32
MergeSort: Swapping 46 and 32
MergeSort: Comparing 46 to 33
MergeSort: Swapping 46 and 33
MergeSort: Comparing 46 to 34
MergeSort: Swapping 46 and 34
MergeSort: Comparing 46 to 35
MergeSort: Swapping 46 and 35
MergeSort: Comparing 46 to 36
MergeSort: Swapping 46 and 36
MergeSort: Comparing 46 to 37
MergeSort: Swapping 46 and 37
MergeSort: Comparing 46 to 38
MergeSort: Swapping 46 and 38
MergeSort: Comparing 46 to 39
MergeSort: Swapping 46 and 39
MergeSort: Comparing 46 to 40
MergeSort: Swapping 46 and 40
MergeSort: Comparing 46 to 41
MergeSort: Swapping 46 and 41
MergeSort: Comparing 46 to 42
MergeSort: Swapping 46 and 42
MergeSort: Comparing 46 to 43
MergeSort: Swapping 46 and 43
MergeSort: Comparing 46 to 44
MergeSort: Swapping 46 and 44
MergeSort: Comparing 46 to 45
MergeSort: Swapping 46 and 45
MergeSort: Comparing 47 to 1
MergeSort: Swapping 47 and 1
MergeSort: Comparing 47 to 2
MergeSort: Swapping 47 and 2
MergeSort: Comparing 47 to 3
MergeSort: Swapping 47 and 3
MergeSort: Comparing 47 to 4
MergeSort: Swapping 47 and 4
MergeSort: Comparing 47 to 5
MergeSort: Swapping 47 and 5
MergeSort: Comparing 47 to 6
MergeSort: Swapping 47 and 6
MergeSort: Comparing 47 to 7
MergeSort: Swapping 47 and 7
MergeSort: Comparing 47 to 8
MergeSort: Swapping 47 and 8
MergeSort: Comparing 47 to 9
MergeSort: Swapping 47 and 9
MergeSort: Comparing 47 to 10
MergeSort: Swapping 47 and 10
MergeSort: Comparing 47 to 11
MergeSort: Swapping 47 and 11
MergeSort: Comparing 47 to 12
MergeSort: Swapping 47 and 12
MergeSort: Comparing 47 to 13
MergeSort: Swapping 47 and 13
MergeSort: Comparing 47 to 14
MergeSort: Swapping 47 and 14
MergeSort: Comparing 47 to 15
MergeSort: Swapping 47 and 15
MergeSort: Comparing 47 to 16
MergeSort: Swapping 47 and 16
MergeSort: Comparing 47 to 17
MergeSort: Swapping 47 and 17
MergeSort: Comparing 47 to 18
MergeSort: Swapping 47 and 18
MergeSort: Comparing 47 to 19
MergeSort: Swapping 47 and 19
MergeSort: Comparing 47 to 20
MergeSort: Swapping 47 and 20
MergeSort: Comparing 47 to 21
MergeSort: Swapping 47 and 21
MergeSort: Comparing 47 to 22
MergeSort: Swapping 47 and 22
MergeSort: Comparing 47 to 23
MergeSort: Swapping 47 and 23
MergeSort: Comparing 47 to 24
MergeSort: Swapping 47 and 24
MergeSort: Comparing 47 to 25
MergeSort: Swapping 47 and 25
MergeSort: Comparing 47 to 26
MergeSort: Swapping 47 and 26
MergeSort: Comparing 47 to 27
MergeSort: Swapping 47 and 27
MergeSort: Comparing 47 to 28
MergeSort: Swapping 47 and 28
MergeSort: Comparing 47 to 29
MergeSort: Swapping 47 and 29
MergeSort: Comparing 47 to 30
MergeSort: Swapping 47 and 30
MergeSort: Comparing 47 to 31
MergeSort: Swapping 47 and 31
MergeSort: Comparing 47 to 32
MergeSort: Swapping 47 and 32
MergeSort: Comparing 47 to 33
MergeSort: Swapping 47 and 33
MergeSort: Comparing 47 to 34
MergeSort: Swapping 47 and 34
MergeSort: Comparing 47 to 35
MergeSort: Swapping 47 and 35
MergeSort: Comparing 47 to 36
MergeSort: Swapping 47 and 36
MergeSort: Comparing 47 to 37
MergeSort: Swapping 47 and 37
MergeSort: Comparing 47 to 38
MergeSort: Swapping 47 and 38
MergeSort: Comparing 47 to 39
MergeSort: Swapping 47 and 39
MergeSort: Comparing 47 to 40
MergeSort: Swapping 47 and 40
MergeSort: Comparing 47 to 41
MergeSort: Swapping 47 and 41
MergeSort: Comparing 47 to 42
MergeSort: Swapping 47 and 42
MergeSort: Comparing 47 to 43
MergeSort: Swapping 47 and 43
MergeSort: Comparing 47 to 44
MergeSort: Swapping 47 and 44
MergeSort: Comparing 47 to 45
MergeSort: Swapping 47 and 45
MergeSort: Comparing 47 to 46
MergeSort: Swapping 47 and 46
MergeSort: Comparing 48 to 1
MergeSort: Swapping 48 and 1
MergeSort: Comparing 48 to 2
MergeSort: Swapping 48 and 2
MergeSort: Comparing 48 to 3
MergeSort: Swapping 48 and 3
MergeSort: Comparing 48 to 4
MergeSort: Swapping 48 and 4
MergeSort: Comparing 48 to 5
MergeSort: Swapping 48 and 5
MergeSort: Comparing 48 to 6
MergeSort: Swapping 48 and 6
MergeSort: Comparing 48 to 7
MergeSort: Swapping 48 and 7
MergeSort: Comparing 48 to 8
MergeSort: Swapping 48 and 8
MergeSort: Comparing 48 to 9
MergeSort: Swapping 48 and 9
MergeSort: Comparing 48 to 10
MergeSort: Swapping 48 and 10
MergeSort: Comparing 48 to 11
MergeSort: Swapping 48 and 11
MergeSort: Comparing 48 to 12
MergeSort: Swapping 48 and 12
MergeSort: Comparing 48 to 13
MergeSort: Swapping 48 and 13
MergeSort: Comparing 48 to 14
MergeSort: Swapping 48 and 14
MergeSort: Comparing 48 to 15
MergeSort: Swapping 48 and 15
MergeSort: Comparing 48 to 16
MergeSort: Swapping 48 and 16
MergeSort: Comparing 48 to 17
MergeSort: Swapping 48 and 17
MergeSort: Comparing 48 to 18
MergeSort: Swapping 48 and 18
MergeSort: Comparing 48 to 19
MergeSort: Swapping 48 and 19
MergeSort: Comparing 48 to 20
MergeSort: Swapping 48 and 20
MergeSort: Comparing 48 to 21
MergeSort: Swapping 48 and 21
MergeSort: Comparing 48 to 22
MergeSort: Swapping 48 and 22
MergeSort: Comparing 48 to 23
MergeSort: Swapping 48 and 23
MergeSort: Comparing 48 to 24
MergeSort: Swapping 48 and 24
MergeSort: Comparing 48 to 25
MergeSort: Swapping 48 and 25
MergeSort: Comparing 48 to 26
MergeSort: Swapping 48 and 26
MergeSort: Comparing 48 to 27
MergeSort: Swapping 48 and 27
MergeSort: Comparing 48 to 28
MergeSort: Swapping 48 and 28
MergeSort: Comparing 48 to 29
MergeSort: Swapping 48 and 29
MergeSort: Comparing 48 to 30
MergeSort: Swapping 48 and 30
MergeSort: Comparing 48 to 31
MergeSort: Swapping 48 and 31
MergeSort: Comparing 48 to 32
MergeSort: Swapping 48 and 32
MergeSort: Comparing 48 to 33
MergeSort: Swapping 48 and 33
MergeSort: Comparing 48 to 34
MergeSort: Swapping 48 and 34
MergeSort: Comparing 48 to 35
MergeSort: Swapping 48 and 35
MergeSort: Comparing 48 to 36
MergeSort: Swapping 48 and 36
MergeSort: Comparing 48 to 37
MergeSort: Swapping 48 and 37
MergeSort: Comparing 48 to 38
MergeSort: Swapping 48 and 38
MergeSort: Comparing 48 to 39
MergeSort: Swapping 48 and 39
MergeSort: Comparing 48 to 40
MergeSort: Swapping 48 and 40
MergeSort: Comparing 48 to 41
MergeSort: Swapping 48 and 41
MergeSort: Comparing 48 to 42
MergeSort: Swapping 48 and 42
MergeSort: Comparing 48 to 43
MergeSort: Swapping 48 and 43
MergeSort: Comparing 48 to 44
MergeSort: Swapping 48 and 44
MergeSort: Comparing 48 to 45
MergeSort: Swapping 48 and 45
MergeSort: Comparing 48 to 46
MergeSort: Swapping 48 and 46
MergeSort: Comparing 48 to 47
MergeSort: Swapping 48 and 47
MergeSort: Comparing 49 to 1
MergeSort: Swapping 49 and 1
MergeSort: Comparing 49 to 2
MergeSort: Swapping 49 and 2
MergeSort: Comparing 49 to 3
MergeSort: Swapping 49 and 3
MergeSort: Comparing 49 to 4
MergeSort: Swapping 49 and 4
MergeSort: Comparing 49 to 5
MergeSort: Swapping 49 and 5
MergeSort: Comparing 49 to 6
MergeSort: Swapping 49 and 6
MergeSort: Comparing 49 to 7
MergeSort: Swapping 49 and 7
MergeSort: Comparing 49 to 8
MergeSort: Swapping 49 and 8
MergeSort: Comparing 49 to 9
MergeSort: Swapping 49 and 9
MergeSort: Comparing 49 to 10
MergeSort: Swapping 49 and 10
MergeSort: Comparing 49 to 11
MergeSort: Swapping 49 and 11
MergeSort: Comparing 49 to 12
MergeSort: Swapping 49 and 12
MergeSort: Comparing 49 to 13
MergeSort: Swapping 49 and 13
MergeSort: Comparing 49 to 14
MergeSort: Swapping 49 and 14
MergeSort: Comparing 49 to 15
MergeSort: Swapping 49 and 15
MergeSort: Comparing 49 to 16
MergeSort: Swapping 49 and 16
MergeSort: Comparing 49 to 17
MergeSort: Swapping 49 and 17
MergeSort: Comparing 49 to 18
MergeSort: Swapping 49 and 18
MergeSort: Comparing 49 to 19
MergeSort: Swapping 49 and 19
MergeSort: Comparing 49 to 20
MergeSort: Swapping 49 and 20
MergeSort: Comparing 49 to 21
MergeSort: Swapping 49 and 21
MergeSort: Comparing 49 to 22
MergeSort: Swapping 49 and 22
MergeSort: Comparing 49 to 23
MergeSort: Swapping 49 and 23
MergeSort: Comparing 49 to 24
MergeSort: Swapping 49 and 24
MergeSort: Comparing 49 to 25
MergeSort: Swapping 49 and 25
MergeSort: Comparing 49 to 26
MergeSort: Swapping 49 and 26
MergeSort: Comparing 49 to 27
MergeSort: Swapping 49 and 27
MergeSort: Comparing 49 to 28
MergeSort: Swapping 49 and 28
MergeSort: Comparing 49 to 29
MergeSort: Swapping 49 and 29
MergeSort: Comparing 49 to 30
MergeSort: Swapping 49 and 30
MergeSort: Comparing 49 to 31
MergeSort: Swapping 49 and 31
MergeSort: Comparing 49 to 32
MergeSort: Swapping 49 and 32
MergeSort: Comparing 49 to 33
MergeSort: Swapping 49 and 33
MergeSort: Comparing 49 to 34
MergeSort: Swapping 49 and 34
MergeSort: Comparing 49 to 35
MergeSort: Swapping 49 and 35
MergeSort: Comparing 49 to 36
MergeSort: Swapping 49 and 36
MergeSort: Comparing 49 to 37
MergeSort: Swapping 49 and 37
MergeSort: Comparing 49 to 38
MergeSort: Swapping 49 and 38
MergeSort: Comparing 49 to 39
MergeSort: Swapping 49 and 39
MergeSort: Comparing 49 to 40
MergeSort: Swapping 49 and 40
MergeSort: Comparing 49 to 41
MergeSort: Swapping 49 and 41
MergeSort: Comparing 49 to 42
MergeSort: Swapping 49 and 42
MergeSort: Comparing 49 to 43
MergeSort: Swapping 49 and 43
MergeSort: Comparing 49 to 44
MergeSort: Swapping 49 and 44
MergeSort: Comparing 49 to 45
MergeSort: Swapping 49 and 45
MergeSort: Comparing 49 to 46
MergeSort: Swapping 49 and 46
MergeSort: Comparing 49 to 47
MergeSort: Swapping 49 and 47
MergeSort: Comparing 49 to 48
MergeSort: Swapping 49 and 48
MergeSort: Comparing 50 to 1
MergeSort: Swapping 50 and 1
MergeSort: Comparing 50 to 2
MergeSort: Swapping 50 and 2
MergeSort: Comparing 50 to 3
MergeSort: Swapping 50 and 3
MergeSort: Comparing 50 to 4
MergeSort: Swapping 50 and 4
MergeSort: Comparing 50 to 5
MergeSort: Swapping 50 and 5
MergeSort: Comparing 50 to 6
MergeSort: Swapping 50 and 6
MergeSort: Comparing 50 to 7
MergeSort: Swapping 50 and 7
MergeSort: Comparing 50 to 8
MergeSort: Swapping 50 and 8
MergeSort: Comparing 50 to 9
MergeSort: Swapping 50 and 9
MergeSort: Comparing 50 to 10
MergeSort: Swapping 50 and 10
MergeSort: Comparing 50 to 11
MergeSort: Swapping 50 and 11
MergeSort: Comparing 50 to 12
MergeSort: Swapping 50 and 12
MergeSort: Comparing 50 to 13
MergeSort: Swapping 50 and 13
MergeSort: Comparing 50 to 14
MergeSort: Swapping 50 and 14
MergeSort: Comparing 50 to 15
MergeSort: Swapping 50 and 15
MergeSort: Comparing 50 to 16
MergeSort: Swapping 50 and 16
MergeSort: Comparing 50 to 17
MergeSort: Swapping 50 and 17
MergeSort: Comparing 50 to 18
MergeSort: Swapping 50 and 18
MergeSort: Comparing 50 to 19
MergeSort: Swapping 50 and 19
MergeSort: Comparing 50 to 20
MergeSort: Swapping 50 and 20
MergeSort: Comparing 50 to 21
MergeSort: Swapping 50 and 21
MergeSort: Comparing 50 to 22
MergeSort: Swapping 50 and 22
MergeSort: Comparing 50 to 23
MergeSort: Swapping 50 and 23
MergeSort: Comparing 50 to 24
MergeSort: Swapping 50 and 24
MergeSort: Comparing 50 to 25
MergeSort: Swapping 50 and 25
MergeSort: Comparing 50 to 26
MergeSort: Swapping 50 and 26
MergeSort: Comparing 50 to 27
MergeSort: Swapping 50 and 27
MergeSort: Comparing 50 to 28
MergeSort: Swapping 50 and 28
MergeSort: Comparing 50 to 29
MergeSort: Swapping 50 and 29
MergeSort: Comparing 50 to 30
MergeSort: Swapping 50 and 30
MergeSort: Comparing 50 to 31
MergeSort: Swapping 50 and 31
MergeSort: Comparing 50 to 32
MergeSort: Swapping 50 and 32
MergeSort: Comparing 50 to 33
MergeSort: Swapping 50 and 33
MergeSort: Comparing 50 to 34
MergeSort: Swapping 50 and 34
MergeSort: Comparing 50 to 35
MergeSort: Swapping 50 and 35
MergeSort: Comparing 50 to 36
MergeSort: Swapping 50 and 36
MergeSort: Comparing 50 to 37
MergeSort: Swapping 50 and 37
MergeSort: Comparing 50 to 38
MergeSort: Swapping 50 and 38
MergeSort: Comparing 50 to 39
MergeSort: Swapping 50 and 39
MergeSort: Comparing 50 to 40
MergeSort: Swapping 50 and 40
MergeSort: Comparing 50 to 41
MergeSort: Swapping 50 and 41
MergeSort: Comparing 50 to 42
MergeSort: Swapping 50 and 42
MergeSort: Comparing 50 to 43
MergeSort: Swapping 50 and 43
MergeSort: Comparing 50 to 44
MergeSort: Swapping 50 and 44
MergeSort: Comparing 50 to 45
MergeSort: Swapping 50 and 45
MergeSort: Comparing 50 to 46
MergeSort: Swapping 50 and 46
MergeSort: Comparing 50 to 47
MergeSort: Swapping 50 and 47
MergeSort: Comparing 50 to 48
MergeSort: Swapping 50 and 48
MergeSort: Comparing 50 to 49
MergeSort: Swapping 50 and 49

Number of swaps: 1225

